format,path,dist,M,N,K,tile,tflops_median,tflops_min,tflops_max,tflops_mean,ms_median,rel,maxabs,p99,n_runs
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v2,0.090,0.090,0.090,0.090,1.1180,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v2,0.110,0.110,0.110,0.110,0.9730,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x256x32_w4_v2,0.050,0.050,0.050,0.050,2.2030,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x256x32_w8_v2,0.070,0.070,0.070,0.070,1.3780,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v2,0.140,0.140,0.140,0.140,0.7310,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v2,0.150,0.150,0.150,0.150,0.6750,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v3,0.110,0.110,0.110,0.110,0.8980,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v3,0.130,0.130,0.130,0.130,0.8010,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v3,0.170,0.170,0.170,0.170,0.6160,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v3,0.180,0.180,0.180,0.180,0.5720,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x128x32_w4_v3_b1,0.220,0.220,0.220,0.220,0.4760,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x64x32_w4_v3_b1,0.230,0.230,0.230,0.230,0.4440,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x256x32_w8_v3_b1,0.160,0.160,0.160,0.160,0.6410,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w8_v3_b1alt,0.110,0.110,0.110,0.110,0.9540,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w8_v3_b1alt,0.170,0.170,0.170,0.170,0.5960,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v4,0.110,0.110,0.110,0.110,0.9360,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v4,0.130,0.130,0.130,0.130,0.8160,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v4,0.180,0.170,0.180,0.176,0.5870,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v4,0.170,0.170,0.170,0.170,0.5900,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v5,0.110,0.110,0.110,0.110,0.9280,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v5,0.120,0.120,0.120,0.120,0.8320,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v5,0.170,0.170,0.170,0.170,0.5890,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v5,0.170,0.170,0.170,0.170,0.5920,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x64_w4_v6,0.090,0.090,0.090,0.090,1.1070,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x64_w4_v6,0.070,0.070,0.070,0.070,1.5510,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x64_w4_v6,0.140,0.140,0.140,0.140,0.7540,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x64_w4_v6,0.120,0.120,0.120,0.120,0.8690,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v7,0.180,0.180,0.180,0.180,0.5740,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v7,0.180,0.180,0.180,0.180,0.5680,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x128x32_w4_v7,0.220,0.220,0.220,0.220,0.4730,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x64x32_w4_v7,0.230,0.230,0.230,0.230,0.4490,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v8,0.110,0.110,0.110,0.110,0.9000,5.378e-03,1.195e+00,5.779e-01,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v8,0.130,0.130,0.130,0.130,0.7760,5.378e-03,1.195e+00,5.779e-01,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v8,0.190,0.190,0.190,0.190,0.5470,5.378e-03,1.195e+00,5.779e-01,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v8,0.180,0.180,0.180,0.180,0.5690,5.378e-03,1.195e+00,5.779e-01,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x128x32_w4_v8,0.210,0.210,0.210,0.210,0.4910,5.378e-03,1.195e+00,5.779e-01,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x64x32_w4_v8,0.230,0.230,0.230,0.230,0.4440,5.378e-03,1.195e+00,5.779e-01,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v9_ck2,0.120,0.120,0.120,0.120,0.8730,5.040e-01,1.082e+02,6.751e+01,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v9_ck4,0.120,0.120,0.120,0.120,0.8270,5.041e-01,1.082e+02,6.751e+01,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v9_ck8,0.130,0.130,0.130,0.130,0.8080,5.042e-01,1.082e+02,6.751e+01,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v9_ck4,0.180,0.180,0.180,0.180,0.5860,5.041e-01,1.082e+02,6.751e+01,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v9_ck4,0.180,0.180,0.180,0.180,0.5690,5.041e-01,1.082e+02,6.751e+01,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v10,0.130,0.130,0.130,0.130,0.7990,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x32_w4_v10,0.110,0.110,0.110,0.110,0.9080,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v10,0.180,0.180,0.180,0.180,0.5680,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v10,0.180,0.180,0.180,0.180,0.5640,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x256x32_w8_v10,0.130,0.130,0.130,0.130,0.7940,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v11,0.150,0.150,0.150,0.150,0.6860,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v11,0.230,0.220,0.230,0.226,0.4570,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x256x32_w8_v11,0.050,0.050,0.050,0.050,1.8970,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x256x32_w8_v11,0.150,0.150,0.150,0.150,0.6890,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x16_w4_v11,0.170,0.170,0.170,0.170,0.6010,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x16_w4_v11,0.210,0.210,0.210,0.210,0.4810,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x256x16_w8_v11,0.050,0.050,0.050,0.050,1.9860,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x256x16_w8_v11,0.160,0.160,0.160,0.160,0.6340,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x256x16_w4f4_v11,0.160,0.160,0.160,0.160,0.6620,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x256x16_w4f4_v11,0.060,0.060,0.060,0.060,1.7910,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x128x16_w4_v11,0.250,0.250,0.250,0.250,0.4040,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x256x16_w8_v11,0.190,0.190,0.190,0.190,0.5410,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x128x32_w4_v11,0.290,0.280,0.290,0.288,0.3600,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,192x128x16_w4_v11,0.130,0.130,0.130,0.130,0.8040,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,256x128x16_w4_v11,0.050,0.050,0.050,0.050,2.0670,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x16_w2f4_v11,0.170,0.170,0.170,0.170,0.6200,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w2f4_v11,0.160,0.150,0.160,0.156,0.6620,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,32x128x16_w2f4_v11,0.160,0.160,0.160,0.160,0.6490,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v10s_ks1,0.130,0.130,0.130,0.130,0.7990,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v10s_ks2,0.180,0.180,0.180,0.180,0.5660,2.591e-04,2.656e-02,1.871e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v10s_ks4,0.180,0.180,0.180,0.180,0.5750,2.591e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_w4_v10s_ks8,0.230,0.230,0.230,0.230,0.4450,2.591e-04,2.654e-02,1.873e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v10s_ks2,0.260,0.260,0.270,0.262,0.3890,2.591e-04,2.656e-02,1.871e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v10s_ks4,0.310,0.310,0.310,0.310,0.3280,2.591e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_w4_v10s_ks8,0.360,0.360,0.360,0.360,0.2870,2.591e-04,2.653e-02,1.873e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v10s_ks2,0.270,0.270,0.270,0.270,0.3790,2.591e-04,2.656e-02,1.871e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v10s_ks4,0.240,0.240,0.250,0.242,0.4250,2.591e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x64x32_w4_v10s_ks8,0.270,0.270,0.270,0.270,0.3760,2.591e-04,2.654e-02,1.873e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x256x32_w8_v10s_ks2,0.240,0.240,0.240,0.240,0.4250,2.591e-04,2.656e-02,1.871e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x256x32_w8_v10s_ks4,0.280,0.280,0.280,0.280,0.3660,2.591e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x128x32_cutlass_p1,0.260,0.250,0.280,0.260,0.4020,2.590e-04,2.655e-02,1.872e-02,5
INT8,BITSHIFT,"U(-1,1)",1,7168,7168,128x128x32_cutlass_p1,0.250,0.240,0.270,0.250,0.4120,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,64x128x32_cutlass_p1,0.250,0.240,0.270,0.254,0.4030,2.590e-04,2.655e-02,1.872e-02,5
INT8,BITSHIFT,"U(-1,1)",1,7168,7168,64x128x32_cutlass_p1,0.250,0.250,0.270,0.254,0.4050,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",1,7168,7168,128x64x32_cutlass_p1,0.250,0.240,0.270,0.250,0.4120,2.590e-04,2.655e-02,1.872e-02,5
INT8,BITSHIFT,"U(-1,1)",1,7168,7168,128x64x32_cutlass_p1,0.260,0.250,0.270,0.260,0.3880,2.590e-04,2.655e-02,1.872e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,16x64x32_w4,0.570,0.570,0.580,0.574,1.4320,2.621e-04,3.159e-02,1.864e-02,5
INT8,BITSHIFT,"U(-1,1)",8,7168,7168,16x64x32_w4,0.900,0.890,0.900,0.896,0.9180,1.867e-04,2.393e-02,1.337e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,16x128x32_w8,0.550,0.550,0.550,0.550,1.4880,2.621e-04,3.159e-02,1.864e-02,5
INT8,BITSHIFT,"U(-1,1)",8,7168,7168,16x128x32_w8,0.850,0.850,0.850,0.850,0.9640,1.867e-04,2.393e-02,1.337e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,16x128x32_w4f2,0.320,0.320,0.320,0.320,2.5700,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,16x256x32_w4f4,0.170,0.170,0.170,0.170,4.7880,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v1,0.370,0.370,0.370,0.370,2.2160,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v1,0.280,0.280,0.280,0.280,2.9450,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x256x32_w4_v1,0.120,0.120,0.120,0.120,6.6090,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x256x32_w8_v1,0.250,0.250,0.250,0.250,3.3070,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v1,0.480,0.470,0.480,0.478,1.7250,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v1,0.310,0.310,0.310,0.310,2.6810,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v2,0.730,0.730,0.730,0.730,1.1310,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v2,0.850,0.850,0.850,0.850,0.9690,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x256x32_w4_v2,0.370,0.370,0.370,0.370,2.1960,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x256x32_w8_v2,0.600,0.590,0.600,0.598,1.3800,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v2,1.110,1.110,1.110,1.110,0.7390,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v2,1.220,1.220,1.230,1.222,0.6730,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v3,0.910,0.910,0.910,0.910,0.9000,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v3,1.030,1.030,1.030,1.030,0.7990,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v3,1.330,1.320,1.330,1.328,0.6190,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v3,1.430,1.430,1.430,1.430,0.5740,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,32x128x32_w4_v3_b1,1.710,1.700,1.710,1.708,0.4810,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,32x64x32_w4_v3_b1,1.840,1.830,1.840,1.838,0.4470,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,32x256x32_w8_v3_b1,1.300,1.300,1.300,1.300,0.6330,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w8_v3_b1alt,0.870,0.870,0.870,0.870,0.9470,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w8_v3_b1alt,1.380,1.380,1.380,1.380,0.5950,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v4,0.870,0.870,0.880,0.874,0.9400,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v4,1.010,1.010,1.020,1.012,0.8110,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v4,1.400,1.390,1.400,1.398,0.5880,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v4,1.400,1.390,1.400,1.396,0.5890,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v5,0.880,0.880,0.890,0.884,0.9300,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v5,1.000,1.000,1.000,1.000,0.8230,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v5,1.400,1.400,1.400,1.400,0.5870,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v5,1.390,1.390,1.400,1.392,0.5910,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x64_w4_v6,0.730,0.730,0.730,0.730,1.1300,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x64_w4_v6,0.530,0.530,0.530,0.530,1.5550,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x64_w4_v6,1.060,1.060,1.060,1.060,0.7760,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x64_w4_v6,0.940,0.940,0.940,0.940,0.8770,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v7,1.410,1.400,1.410,1.408,0.5840,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v7,1.450,1.450,1.460,1.454,0.5670,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,32x128x32_w4_v7,1.740,1.730,1.750,1.738,0.4740,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,32x64x32_w4_v7,1.810,1.800,1.810,1.808,0.4540,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v8,0.910,0.910,0.910,0.910,0.9030,5.510e-03,2.028e+00,5.961e-01,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v8,1.060,1.060,1.060,1.060,0.7760,5.510e-03,2.028e+00,5.961e-01,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v8,1.510,1.510,1.520,1.514,0.5430,5.510e-03,2.028e+00,5.961e-01,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v8,1.440,1.440,1.440,1.440,0.5700,5.510e-03,2.028e+00,5.961e-01,5
INT8,LUT,"U(-1,1)",8,7168,7168,32x128x32_w4_v8,1.620,1.620,1.620,1.620,0.5070,5.510e-03,2.028e+00,5.961e-01,5
INT8,LUT,"U(-1,1)",8,7168,7168,32x64x32_w4_v8,1.830,1.830,1.840,1.832,0.4480,5.510e-03,2.028e+00,5.961e-01,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v9_ck2,0.960,0.960,0.960,0.960,0.8580,7.093e-01,1.596e+02,9.147e+01,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v9_ck4,1.000,1.000,1.010,1.002,0.8180,7.094e-01,1.596e+02,9.144e+01,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v9_ck8,1.020,1.020,1.020,1.020,0.8030,7.096e-01,1.597e+02,9.143e+01,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v9_ck4,1.410,1.410,1.420,1.412,0.5830,7.094e-01,1.596e+02,9.144e+01,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v9_ck4,1.420,1.420,1.440,1.426,0.5780,7.094e-01,1.596e+02,9.144e+01,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v10,1.030,1.030,1.030,1.030,0.7990,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x64x32_w4_v10,0.910,0.910,0.910,0.910,0.9070,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v10,1.440,1.440,1.440,1.440,0.5700,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x64x32_w4_v10,1.470,1.460,1.470,1.468,0.5610,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x256x32_w8_v10,1.050,1.050,1.050,1.050,0.7840,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x32_w4_v11,1.220,1.220,1.230,1.222,0.6720,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x32_w4_v11,1.840,1.840,1.840,1.840,0.4470,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x256x32_w8_v11,0.430,0.430,0.440,0.434,1.8910,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x256x32_w8_v11,1.240,1.240,1.240,1.240,0.6650,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x128x16_w4_v11,1.140,1.140,1.150,1.142,0.7200,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,64x128x16_w4_v11,1.370,1.370,1.380,1.372,0.5990,2.621e-04,3.159e-02,1.864e-02,5
INT8,LUT,"U(-1,1)",8,7168,7168,128x256x16_w8_v11,0.410,0.410,0.420,0.412,2.0050,2.621e-04,3.159e-02,1.864e-02,5
