Generating SQLite file docs/nsys/SPRINT-019-P2-v12ms3-M2048.sqlite from docs/nsys/SPRINT-019-P2-v12ms3-M2048.nsys-rep
Processing [docs/nsys/SPRINT-019-P2-v12ms3-M2048.sqlite] with [/opt/nvidia/nsight-compute/2023.2.2/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.7,235482227,11,21407475.2,21411423.0,21365662,21443487,21793.6,"void tc_grid::kernels::fp8_v5::mm_f8_e4m3_b128_lut_v5<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int, int, int)"
0.7,234469615,11,21315419.5,21315871.0,21307678,21323198,4845.6,"void tc_grid::kernels::fp8_v3::mm_f8_e4m3_b128_lut_v3<(int)32, (int)64, (int)32, (int)4, (int)2, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.7,229156935,11,20832448.6,20858587.0,20590107,21062171,159431.7,"void tc_grid::kernels::int8_v12::mm_int8_lut_v12_ms3<(int)64, (int)128, (int)16, (int)2, (int)8, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.7,228305540,11,20755049.1,20764571.0,20546363,21052057,157946.9,"void tc_grid::kernels::int8_v11::mm_int8_lut_v11<(int)128, (int)256, (int)16, (int)4, (int)16, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.7,222500220,11,20227292.7,20222554.0,20212538,20259001,14268.4,"void tc_grid::kernels::int8_opt::mm_int8_lut_v1<(int)128, (int)256, (int)32, (int)8, (int)8, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.7,220003667,11,20000333.4,19954908.0,19788540,20326396,161248.2,"void tc_grid::kernels::int8_v11::mm_int8_lut_v11<(int)256, (int)128, (int)16, (int)4, (int)32, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.7,217882114,11,19807464.9,19804859.0,19755770,19873370,39126.6,"void tc_grid::kernels::int8_opt::mm_int8_lut_v2<(int)128, (int)256, (int)32, (int)4, (int)8, (int)4>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.7,210302833,11,19118439.4,19080060.0,19032188,19313979,92832.0,"void tc_grid::kernels::int8_opt::mm_int8_lut_v1<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.6,194948119,11,17722556.3,17724578.0,17713603,17727682,4825.9,"void tc_grid::kernels::int4_v5::mm_int4_lut_v5<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int, int, int)"
0.6,190684858,11,17334987.1,17334591.0,17329055,17341664,4312.5,"void tc_grid::kernels::int8_v6::mm_int8_lut_v6<(int)128, (int)64, (int)64, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.6,189773179,11,17252107.2,17249504.0,17243103,17269119,8684.6,"void tc_grid::kernels::int8_v6::mm_int8_lut_v6<(int)64, (int)64, (int)64, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.6,188301712,11,17118337.5,17121953.0,16796706,17309633,146738.5,"void tc_grid::kernels::int8_v12::mm_int8_lut_v12<(int)64, (int)128, (int)16, (int)2, (int)8, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.6,187320471,11,17029133.7,17025317.0,16990309,17081317,24720.8,"void tc_grid::kernels::fp8_opt::mm_f8_e4m3_b128_lut_v2<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.6,187309116,11,17028101.5,17011872.0,16986656,17134943,45482.1,"void tc_grid::kernels::int8_opt::mm_int8_lut_v1<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.6,185569198,11,16869927.1,16869060.0,16857252,16890532,9794.4,"void tc_grid::kernels::fp4_v5::mm_mxfp4_lut_v5<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const float *, float *, int, int, int, int, int)"
0.6,183022285,11,16638389.5,16638276.0,16633156,16643332,3109.2,"void tc_grid::kernels::int4_v3::mm_int4_lut_v3<(int)32, (int)64, (int)32, (int)4, (int)2, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.6,174986711,11,15907882.8,15907074.0,15890274,15927746,12165.1,"void tc_grid::kernels::int8_v7::mm_int8_lut_v7<(int)32, (int)128, (int)32, (int)4, (int)2, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.5,172059222,11,15641747.5,15644072.0,15630503,15649767,6853.6,"void tc_grid::kernels::fp8_v3s::mm_f8_e4m3_b128_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)8>(const unsigned char *, const float *, float *, int, int, int)"
0.5,169357915,11,15396174.1,15394760.0,15369065,15434057,17283.1,"void tc_grid::kernels::fp8_v4::mm_f8_e4m3_b128_lut_v4<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.5,168433127,11,15312102.5,15287619.0,15162531,15618051,125812.7,"void tc_grid::kernels::int8_v8::mm_int8_lut_v8<(int)32, (int)64, (int)32, (int)4, (int)2, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.5,166097915,11,15099810.5,15102377.0,15077544,15111464,10155.1,"void tc_grid::kernels::fp8_v3::mm_f8_e4m3_b128_lut_v3<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.5,165464297,11,15042208.8,15040260.0,15019587,15061539,14830.9,"void tc_grid::kernels::int8_v5::mm_int8_lut_v5<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int, int, int)"
0.5,164565279,11,14960479.9,14960200.0,14950889,14976808,7819.0,"void tc_grid::kernels::fp8_v3s::mm_f8_e4m3_b128_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)4>(const unsigned char *, const float *, float *, int, int, int)"
0.5,164562495,11,14960226.8,14956040.0,14948681,14997897,13612.2,"void tc_grid::kernels::fp8_v4::mm_f8_e4m3_b128_lut_v4<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.5,164182058,11,14925641.6,14873699.0,14773637,15329380,161703.2,"void tc_grid::kernels::int8_v3::mm_int8_lut_v3<(int)32, (int)64, (int)32, (int)4, (int)2, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.5,163595279,11,14872298.1,14865541.0,14852229,14923844,21333.3,"void tc_grid::kernels::int8_v7::mm_int8_lut_v7<(int)32, (int)64, (int)32, (int)4, (int)2, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.5,161244134,11,14658557.6,14653833.0,14646346,14681385,11246.2,"void tc_grid::kernels::fp8_v3s::mm_f8_e4m3_b128_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)2>(const unsigned char *, const float *, float *, int, int, int)"
0.5,159033797,11,14457617.9,14453225.0,14441994,14483145,11775.6,"void tc_grid::kernels::fp8_v3::mm_f8_e4m3_b128_lut_v3<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.5,158729736,11,14429976.0,14429962.0,14415977,14443913,8352.9,"void tc_grid::kernels::fp8_v3s::mm_f8_e4m3_b128_lut_v3s<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1, (int)4>(const unsigned char *, const float *, float *, int, int, int)"
0.5,158178862,11,14379896.5,14352840.0,14295815,14556103,90471.2,"void tc_grid::kernels::int4_opt::mm_int4_lut_v2<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.5,155959471,11,14178133.7,14174378.0,14155722,14204651,15142.0,"void tc_grid::kernels::fp8_v3s::mm_f8_e4m3_b128_lut_v3s<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1, (int)2>(const unsigned char *, const float *, float *, int, int, int)"
0.5,154014338,11,14001303.5,14001321.0,13981065,14023849,14162.4,"void tc_grid::kernels::fp4_v3::mm_mxfp4_lut_v3<(int)32, (int)64, (int)32, (int)4, (int)2, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.5,153590145,11,13962740.5,13962984.0,13951145,13976297,8054.7,"void tc_grid::kernels::fp4_v5::mm_mxfp4_lut_v5<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int, int, int)"
0.5,147012972,11,13364815.6,13382375.0,13071912,13474055,106475.2,"void tc_grid::kernels::int8_opt::mm_int8_lut_v2<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.5,144772242,11,13161112.9,13160810.0,13157035,13165482,3732.6,"void tc_grid::kernels::fp4_opt::mm_mxfp4_lut_v2<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.5,143539022,11,13049002.0,13049543.0,12770759,13264295,147030.9,"void tc_grid::kernels::int8_opt::mm_int8_lut_v2<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,141889269,11,12899024.5,12899816.0,12891560,12904680,4625.2,"void tc_grid::kernels::int8_v5::mm_int8_lut_v5<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int, int, int)"
0.4,141426066,11,12856915.1,12857834.0,12848235,12862186,4486.4,"void tc_grid::kernels::int4_v3s::mm_int4_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)8>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,139840180,11,12712743.6,12712650.0,12700843,12724459,7610.7,"void tc_grid::kernels::int4_v4::mm_int4_lut_v4<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,139162578,11,12651143.5,12653802.0,12625034,12661418,10295.1,"void tc_grid::kernels::int4_v3::mm_int4_lut_v3<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,136967033,11,12451548.5,12446571.0,12356523,12599691,69384.2,"void tc_grid::kernels::int4_v3s::mm_int4_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)4>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,136813307,11,12437573.4,12437931.0,12431339,12443435,4087.5,"void tc_grid::kernels::int4_v4::mm_int4_lut_v4<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,135952985,11,12359362.3,12359403.0,12348043,12370571,7671.7,"void tc_grid::kernels::int4_v3s::mm_int4_lut_v3s<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1, (int)4>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,132476833,11,12043348.5,12042892.0,12035500,12049644,4104.0,"void tc_grid::kernels::int4_v3s::mm_int4_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)2>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,132230213,11,12020928.5,12019116.0,12008908,12045772,9784.2,"void tc_grid::kernels::int4_v3s::mm_int4_lut_v3s<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1, (int)2>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,131454479,11,11950407.2,11949389.0,11941965,11959533,6317.6,"void tc_grid::kernels::fp4_v3s::mm_mxfp4_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)8>(const unsigned char *, const float *, float *, int, int, int)"
0.4,130288969,11,11844451.7,11782765.0,11771053,11964269,92615.5,"void tc_grid::kernels::fp4_v3::mm_mxfp4_lut_v3<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.4,130028584,11,11820780.4,11819373.0,11815468,11832685,5230.8,"void tc_grid::kernels::int4_v3::mm_int4_lut_v3<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,128499035,11,11681730.5,11762187.0,10269742,12912873,804839.0,"void tc_grid::kernels::int8_v12::mm_int8_lut_v12_ms3<(int)64, (int)128, (int)16, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,127987503,11,11635227.5,11633965.0,11631501,11642189,3278.3,"void tc_grid::kernels::fp4_v3s::mm_mxfp4_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)2>(const unsigned char *, const float *, float *, int, int, int)"
0.4,127764879,11,11614989.0,11624554.0,11419019,11732042,80161.1,"void tc_grid::kernels::int8_opt::mm_int8_lut_v2<(int)128, (int)128, (int)32, (int)4, (int)8, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,127322387,11,11574762.5,11570605.0,11560110,11603629,14399.0,"void tc_grid::kernels::fp4_v3s::mm_mxfp4_lut_v3s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)4>(const unsigned char *, const float *, float *, int, int, int)"
0.4,126482291,11,11498390.1,11499467.0,11466826,11527243,17868.1,"void tc_grid::kernels::int8_v3::mm_int8_lut_v3<(int)64, (int)128, (int)32, (int)8, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,126228944,11,11475358.5,11475149.0,11460301,11494925,10234.2,"void tc_grid::kernels::fp4_opt::mm_mxfp4_lut_v2<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.4,124908789,11,11355344.5,11317002.0,11225707,11586090,128876.2,"void tc_grid::kernels::int8_v7::mm_int8_lut_v7<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,124614920,11,11328629.1,11328397.0,11322092,11333676,3697.8,"void tc_grid::kernels::int8_v10s::mm_int8_lut_v10s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)8>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,123065195,11,11187745.0,11186732.0,11173805,11204268,8610.7,"void tc_grid::kernels::int4_opt::mm_int4_lut_v2<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const __half *, const float *, float *, int, int, int)"
0.4,122966487,11,11178771.5,11273963.0,10981451,11311882,153996.8,"void tc_grid::kernels::int8_v3::mm_int8_lut_v3<(int)32, (int)256, (int)32, (int)8, (int)2, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,122352389,11,11122944.5,10801997.0,10581389,12876296,693327.6,"void tc_grid::kernels::int8_v11::mm_int8_lut_v11<(int)32, (int)128, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,121974810,11,11088619.1,11087595.0,11070923,11111467,11022.4,"void tc_grid::kernels::int8_v4::mm_int8_lut_v4<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,121710061,11,11064551.0,11072845.0,11030061,11100620,24778.0,"void tc_grid::kernels::int8_v10s::mm_int8_lut_v10s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,121521047,11,11047367.9,11047246.0,11043182,11053678,3128.4,"void tc_grid::kernels::fp4_v4::mm_mxfp4_lut_v4<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.4,121312397,11,11028399.7,11047085.0,10967405,11105229,51214.3,"void tc_grid::kernels::int8_v10s::mm_int8_lut_v10s<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)4>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,121270877,11,11024625.2,11026507.0,11017036,11029132,4471.4,"void tc_grid::kernels::int8_v6::mm_int8_lut_v6<(int)64, (int)128, (int)64, (int)4, (int)4, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,120210430,11,10928220.9,10945771.0,10779532,11172203,109698.7,"void tc_grid::kernels::int8_v3::mm_int8_lut_v3<(int)32, (int)128, (int)32, (int)4, (int)2, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,120096546,11,10917867.8,10912748.0,10890348,10956427,22094.7,"void tc_grid::kernels::int8_v9::mm_int8_lut_v9a<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1, (int)4>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,119914178,11,10901288.9,10857900.0,10831948,11011083,73275.3,"void tc_grid::kernels::int8_v8::mm_int8_lut_v8<(int)32, (int)128, (int)32, (int)4, (int)2, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,119289633,11,10844512.1,10848332.0,10789547,10877707,24919.4,"void tc_grid::kernels::int8_v8::mm_int8_lut_v8<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,118127773,11,10738888.5,10740654.0,10733486,10742927,3543.4,"void tc_grid::kernels::fp4_v4::mm_mxfp4_lut_v4<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.4,118058755,11,10732614.1,10732492.0,10651308,10769772,31821.3,"void tc_grid::kernels::int8_v10::mm_int8_lut_v10<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,117348960,11,10668087.3,10669039.0,10660303,10672590,3710.5,"void tc_grid::kernels::fp4_v3::mm_mxfp4_lut_v3<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const unsigned char *, const float *, float *, int, int, int)"
0.4,115905573,11,10536870.3,10527981.0,10525676,10590444,21189.1,"void tc_grid::kernels::int8_v3::mm_int8_lut_v3<(int)64, (int)64, (int)32, (int)4, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,115001123,11,10454647.5,10454287.0,10448015,10463630,4245.8,"void tc_grid::kernels::fp4_v3s::mm_mxfp4_lut_v3s<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1, (int)4>(const unsigned char *, const float *, float *, int, int, int)"
0.4,114267081,11,10387916.5,10387597.0,10382092,10395501,3448.7,"void tc_grid::kernels::int8_v4::mm_int8_lut_v4<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,112590890,11,10235535.5,10235756.0,10229645,10241389,2872.6,"void tc_grid::kernels::int8_v8::mm_int8_lut_v8<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.4,111936551,11,10176050.1,10175567.0,10164271,10189519,6797.8,"void tc_grid::kernels::fp4_v3s::mm_mxfp4_lut_v3s<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1, (int)2>(const unsigned char *, const float *, float *, int, int, int)"
0.4,111249460,11,10113587.3,10113934.0,10110733,10117069,2010.3,"void tc_grid::kernels::int8_v10::mm_int8_lut_v10<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.3,110468238,11,10042567.1,10042477.0,10039149,10045101,1908.9,"void tc_grid::kernels::int8_v3::mm_int8_lut_v3<(int)128, (int)64, (int)32, (int)4, (int)8, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.3,110333934,11,10030357.6,10018061.0,9992717,10133965,36547.0,"void tc_grid::kernels::int8_v6::mm_int8_lut_v6<(int)128, (int)128, (int)64, (int)4, (int)8, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.3,108863673,11,9896697.5,9886477.0,9870766,9930190,21203.3,"void tc_grid::kernels::int8_v11::mm_int8_lut_v11<(int)32, (int)256, (int)16, (int)8, (int)4, (int)1>(const signed char *, const __half *, const float *, float *, int, int, int)"
0.3,108147859,11,9831623.5,9827789.0,9818061,9854925,11669.6,"void tc_grid::kernels::int8_opt::mm_int8_lut_v2<(int)64, (int)128, (int)32, (int)4, (int)4, (int)2>(const signed char *, const __half *, const float *, float *, int, int, int)"
